Date,Adj Close,COD_release,Weeks_after_COD,Price_Subtracted,
594,25-03-2019,44.655842,0,24,-31.768123
595,01-04-2019,46.754635,0,25,-29.66933
596,08-04-2019,46.744743,0,26,-29.679222
597,15-04-2019,44.797047,0,27,-31.626918
598,22-04-2019,47.604897,0,28,-28.819068
599,29-04-2019,46.616219,0,29,-29.807746
600,06-05-2019,45.499008,0,30,-30.924957
601,13-05-2019,45.864822,0,31,-30.559143
602,20-05-2019,41.811237,0,32,-34.612728
603,27-05-2019,42.879009,0,33,-33.544956
604,03-06-2019,44.866261,0,34,-31.557704
605,10-06-2019,45.103535,0,35,-31.32043
606,17-06-2019,45.390255,0,36,-31.03371
607,24-06-2019,46.665653,0,37,-29.758312
608,01-07-2019,47.604897,0,38,-28.819068
609,08-07-2019,46.665653,0,39,-29.758312
610,15-07-2019,44.628975,0,40,-31.79499
611,22-07-2019,47.446709,0,41,-28.977256
612,29-07-2019,48.46505,0,42,-27.958915
613,05-08-2019,47.515915,0,43,-28.90805
614,12-08-2019,46.131763,0,44,-30.292202
615,19-08-2019,46.794182,0,45,-29.629783
616,26-08-2019,50.027161,0,46,-26.396804
617,02-09-2019,53.962105,0,47,-22.46186
618,09-09-2019,55.316593,0,48,-21.107372
619,16-09-2019,54.140064,0,49,-22.283901
620,23-09-2019,51.737579,0,50,-24.686386
621,30-09-2019,54.812366,0,51,-21.611599
622,07-10-2019,54.199387,0,52,-22.224578
623,14-10-2019,53.922558,0,53,-22.501407
624,21-10-2019,54.634403,1,0,0
625,28-10-2019,55.188065,0,1,0.553662
626,04-11-2019,53.685272,0,2,-0.949131
627,11-11-2019,52.835007,0,3,-1.799396
628,18-11-2019,52.439537,0,4,-2.194866
629,25-11-2019,54.209274,0,5,-0.425129
630,02-12-2019,54.584972,0,6,-0.049431
631,09-12-2019,57.986031,0,7,3.351628
632,16-12-2019,58.549576,0,8,3.915173
633,23-12-2019,58.519913,0,9,3.88551
634,30-12-2019,58.005798,0,10,3.371395
635,06-01-2020,58.282631,0,11,3.648228
636,13-01-2020,60.546707,0,12,5.912304
637,20-01-2020,58.727539,0,13,4.093136
638,27-01-2020,57.817951,0,14,3.183548
639,03-02-2020,60.833424,0,15,6.199021
640,10-02-2020,62.800896,0,16,8.166493
641,17-02-2020,62.662479,0,17,8.028076
642,24-02-2020,57.471912,0,18,2.837509
643,02-03-2020,59.291084,0,19,4.656681
644,09-03-2020,58.371616,1,0,0
645,16-03-2020,51.460743,0,1,-6.910873
646,23-03-2020,56.315159,0,2,-2.056457
647,30-03-2020,59.300972,0,3,0.929356
648,06-04-2020,59.775536,0,4,1.40392
649,13-04-2020,66.122856,0,5,7.75124
650,20-04-2020,66.328842,0,6,7.957226
651,27-04-2020,64.408142,0,7,6.036526
652,04-05-2020,72.787567,0,8,14.415951
653,11-05-2020,73.563812,0,9,15.192196
654,18-05-2020,72.727859,0,10,14.356243
655,25-05-2020,71.633163,0,11,13.261547
656,01-06-2020,69.095451,0,12,10.723835
657,08-06-2020,71.334602,0,13,12.962986
658,15-06-2020,76.210999,0,14,17.839383
659,22-06-2020,76.03186,0,15,17.660244
660,29-06-2020,77.136513,0,16,18.764897
661,06-07-2020,80.878395,0,17,22.506779
662,13-07-2020,78.26107,0,18,19.889454
663,20-07-2020,79.604561,0,19,21.232945
664,27-07-2020,82.231842,0,20,23.860226
665,03-08-2020,82.072617,0,21,23.701001
666,10-08-2020,80.012589,0,22,21.640973
667,17-08-2020,82.809044,0,23,24.437428
668,24-08-2020,82.809044,0,24,24.437428
669,31-08-2020,78.629288,0,25,20.257672
670,07-09-2020,77.594299,0,26,19.222683
671,14-09-2020,79.704079,0,27,21.332463
672,21-09-2020,80.589798,0,28,22.218182
673,28-09-2020,77.922707,0,29,19.551091
674,05-10-2020,77.833138,0,30,19.461522
675,12-10-2020,80.231529,0,31,21.859913
676,19-10-2020,80.649506,0,32,22.27789
677,26-10-2020,75.365097,0,33,16.993481
678,02-11-2020,78.430244,0,34,20.058628
679,09-11-2020,77.176323,1,0,0
680,16-11-2020,76.43988,0,1,-0.736443
681,23-11-2020,77.763474,0,2,0.587151
682,30-11-2020,80.490273,0,3,3.31395
683,07-12-2020,83.276787,0,4,6.100464
684,14-12-2020,89.934547,0,5,12.758224
685,21-12-2020,90.521706,0,6,13.345383
686,28-12-2020,92.402596,0,7,15.226273
687,04-01-2021,90.860069,0,8,13.683746
688,11-01-2021,90.253006,0,9,13.076683
689,18-01-2021,93.974983,0,10,16.79866
690,25-01-2021,90.561508,0,11,13.385185
691,01-02-2021,101.120384,0,12,23.944061
692,08-02-2021,103.309784,0,13,26.133461
693,15-02-2021,100.314293,0,14,23.13797
694,22-02-2021,95.1493,0,15,17.972977
695,01-03-2021,92.133896,0,16,14.957573
696,08-03-2021,92.591682,0,17,15.415359
697,15-03-2021,90.053963,0,18,12.87764
698,22-03-2021,91.954765,0,19,14.778442
699,29-03-2021,95.079636,0,20,17.903313
700,05-04-2021,95.318474,0,21,18.142151
701,12-04-2021,96.015106,0,22,18.838783
702,19-04-2021,93.019997,0,23,15.843674
703,26-04-2021,91.190002,0,24,14.013679
704,03-05-2021,94.800003,0,25,17.62368
705,10-05-2021,93.169998,0,26,15.993675
